Количество комнат,Площадь (м²),Адрес,Цена ($),Цена (сом)
2,50,"Бишкек, Орозбекова - Жибек-Жолу, Жибек-жолу, 441",160 000,13 884 800
6,250,с. Арашан,295 000,25 600 100
7,280,"Бишкек, Кок-Жар ж/м, Кок Жайык, 42",240 000,20 827 200
7,250,"Бишкек, Балбан-Таймаш ж/м, Балбан-Таймаш 3,3, 3",135 000,11 703 150
5,100,с. Военно-Антоновка,105 000,9 111 900
7,170,"Бишкек, Кайынды ж/м, кайыңды 2-5",83 000,7 202 740
7,146,"Бишкек, Рабочий Городок",280 000,24 298 400
3,100,"Бишкек, Ден Сяопина - Фучика, Республиканская",70 000,6 074 600
2,32,"Бишкек, 110 квартал ж/м, Балбан Таймаш",85 000,7 376 300
7,250,"Бишкек, Кок-Жар ж/м",189 000,16 401 420
5,120,"Бишкек, Ак-Ордо ж/м, Ордо, 71",99 000,8 591 220
7,180,"Бишкек, с. Новопавловка",75 000,6 508 500
6,360,"Бишкек, Киргизия 1 ж/м, Мостовая, 66",850 000,73 763 000
3,59,"Бишкек, Красный Строитель 2 ж/м, Набережная",58 500,5 076 630
5,66,"Бишкек, с. Новопавловка",200 000,17 356 000
6,124,с. Ананьево,42 000,3 644 760
2,65,с. Байтик,150 000,13 017 000
5,140,"Бишкек, Арча-Бешик ж/м",140 000,12 149 200
3,117,"Бишкек, Учкун ж/м",135 000,11 715 300
3,120,с. Кой-Таш,120 000,10 413 600
7,168,"Бишкек, Арча-Бешик ж/м",125 000,10 847 500
7,300,"Бишкек, Арча-Бешик ж/м",360 000,31 240 800
7,214,"Бишкек, Ак-Орго ж/м",149 000,12 930 220
5,140,"Бишкек, Ак-Ордо ж/м",145 000,12 583 100
7,205,"Бишкек, Ак-Ордо ж/м, Байтумар",152 000,13 190 560
6,130,"с. Бостери, Манаса, 89",129 900,11 272 722
6,124,"Бишкек, Арча-Бешик ж/м, Ойсул-Ата",135 000,11 715 300
6,330,"Бишкек, Горького - Панфилова, Ашхабадская",350 000,30 373 000
7,284.1,"Бишкек, Пишпек ж/м, Крылова",365 000,31 674 700
6,172,"Бишкек, с. Новопавловка, Эне Сай",100 000,8 678 000
5,110,"Бишкек, Советская - Скрябина, Карасаева",270 000,23 430 600
5,160,"Бишкек, Аламедин-1 м-н, Манаса с.Лебединовка",124 000,10 760 720
7,252.5,"с. Беш-Кунгей, Токсумакова Карыпбая",350 000,30 373 000
6,100,Бишкек,55 000,4 772 900
6,103.4,"Бишкек, Колмо ж/м, Жаштык",70 000,6 074 600
7,108,"Бишкек, Киргизия 1 ж/м, Гаражная",250 000,21 695 000
7,300,с. Байтик,850 000,73 763 000
7,80,"Бишкек, Кожзавод, Цветочная, 4",175 000,15 186 500
6,180,"Бишкек, Арча-Бешик ж/м, Бердибаева",145 000,12 583 100
7,500,"Бишкек, Арча-Бешик ж/м",850 000,73 763 000
3,100,"Бишкек, Кок-Жар ж/м, МОЛДОКУЛОВА, 100/1",170 000,14 752 600
7,200,Чолпон-Ата,85 000,7 376 300
6,180,"Бишкек, Арча-Бешик ж/м, Чортекова",240 000,20 827 200
7,180,"Бишкек, Арча-Бешик ж/м",165 000,14 318 700
7,243,"Бишкек, Карла Маркса",312 000,27 075 360
7,330,"Бишкек, Арча-Бешик ж/м",650 000,56 407 000
6,140,"Бишкек, Лебединовка, Луганская, 12б",255 000,22 128 900
2,56,"с. Новопокровка, Кирова",55 000,4 772 900
3,100,"Бишкек, Арча-Бешик ж/м, чортекова",106 500,9 242 070
3,149,"Бишкек, Чуй - Алматинка, Западная",158 000,13 711 240
7,142,"Чолпон-Ата, Советская",150 000,13 017 000
6,250,"Бишкек, Таатан, Салиева",245 000,21 261 100
6,62,"Бишкек, с. Новопавловка, Свердлов",63 000,5 467 140
5,140,"Бишкек, КНУ",120 000,10 413 600
7,274,"Бишкек, Горького - Панфилова",500 000,43 390 000
7,230,"Бишкек, Арча-Бешик ж/м, Алтымышева",265 000,22 996 700
3,80,"Бишкек, Ак-Ордо ж/м",70 000,6 074 600
7,160,с. Заречное,140 000,12 149 200
3,100,"Бишкек, с. Новопавловка",105 000,9 111 900
6,150,"Бишкек, Ак-Ордо ж/м, Кетмен-Тобо, 49",130 000,11 281 400
7,280,"с. Беш-Кунгей, Чыныбаева",390 000,33 844 200
7,130,"Бишкек, Арча-Бешик ж/м, Шербет",185 000,16 054 300
5,126,"Бишкек, Пишпек ж/м, Осмонова",150 000,13 017 000
3,230,"Бишкек, Кара-Жыгач ж/м",250 000,21 695 000
5,116,"Бишкек, Арча-Бешик ж/м",250 000,21 695 000
5,335,"Бишкек, Киргизия 1 ж/м, самойленко",460 000,39 918 800
7,308,"Бишкек, Политех, 3",600 000,52 068 000
7,150,"Бишкек, Бакай-Ата ж/м",199 000,17 269 220
7,250,"Бишкек, Кок-Жар ж/м, Молдокулова, 59",265 000,22 996 700
6,95,"Кара-Балта, Советский уголок, 25",45 000,3 905 100
6,105,"Бишкек, с. Восток, Карла-Маркса, 3",125 000,10 847 500
7,140,"Бишкек, Боталиева - Тулебердиева, молодая гвардия",89 000,7 723 420
3,86,с. Чок-Тал,59 000,5 120 020
2,50,"Бишкек, с. Дача СУ, дача Су рядом с аэропортом Манас, 10",26 000,2 256 280
6,224,"Ош, Ориентир",320 000,27 769 600
6,307,"Бишкек, Магистраль",680 000,59 010 400
2,103,с. Коджояр,100 000,8 678 000
3,69,"Бишкек, с. Аламудун, 20, 20",95 000,8 244 100
5,100,"с. Кой-Таш, Кой Таш, 119",90 000,7 810 200
6,110,"Бишкек, Ала-Тоо 3 ж-м",120 000,10 413 600
5,1.025,"Бишкек, Балбан-Таймаш ж/м, Профсоюзная",140 000,12 149 200
6,160,"Бишкек, Оскон-Ордо ж/м, 4 улица",147 000,12 756 660
6,240,"Бишкек, Арча-Бешик ж/м, Куюкова, Н",320 000,27 769 600
5,105,"Бишкек, Кок-Жар ж/м, Алматинка",225 000,19 525 500
6,70,"Бишкек, Карагачевая роща, 142",75 000,6 508 500
5,273,"Бишкек, Махатма Ганди - БЧК",58 500,5 076 630
6,190,"Бишкек, Таатан",235 000,20 393 300
7,160,"Бишкек, Ак-Ордо ж/м",130 000,11 281 400
3,90,"с. Арчалы, Алча",105 000,9 111 900
6,137,"Бишкек, Алтын-Ордо ж/м, 4-я",166 500,14 448 870
3,56,с. Новопокровка,59 500,5 163 410
7,250,"Бишкек, Кок-Жар ж/м",235 000,20 393 300
7,132,"Бишкек, с. Новопавловка, Баетова",141 500,12 279 370
3,58,"Бишкек, с. Новопавловка",60 000,5 206 800
6,100,"Бишкек, Арча-Бешик ж/м",260 000,22 562 800
7,197,"Бишкек, с. Селекционное, Муромская",260 000,22 562 800
7,277,"Бишкек, Учкун ж/м, Бекбосын Сатыбалдиев",260 000,22 562 800
3,70,"Бишкек, Алтын-Ордо ж/м, Алтын-Ордо 8-я",125 000,10 847 500
6,110,"Бишкек, Ак-Орго ж/м, Ай",120 000,10 413 600
3,30,"Бишкек, Киргизия 1 ж/м, Кожомкулова",1 040 000,90 251 200
5,101.8,"Бишкек, Токольдош ж/м, Октябрьская",153 000,13 277 340
5,100.9,"Бишкек, Ак-Орго ж/м, Хан Тенир",165 000,14 318 700
6,240,"Бишкек, Кара Дарыя, Чатыркульский пер.",430 000,37 315 400
7,234,"с. Арашан, Молдобекова",255 000,22 128 900
5,193,"с. Беш-Кунгей, Проектируемая",230 000,19 959 400
7,311.1,"Бишкек, Матросова, Бектенова",670 000,58 142 600
3,95,"Бишкек, Ак-Ордо ж/м",115 000,9 979 700
5,90,"Бишкек, Восточный автовокзал",84 000,7 289 520
5,100,"Бишкек, с. Озёрное",60 000,5 206 800
6,130,"Бишкек, Ак-Ордо ж/м",175 000,15 186 500
6,110,"Бишкек, Западный автовокзал",108 000,9 372 240
5,140,"Бишкек, с. Новопавловка, Арчалы",85 000,7 376 300
3,60,"Бишкек, с. Орто-Сай",130 000,11 281 400
7,500,"Бишкек, Джальская больница",1 300 000,112 814 000
8,336,"Бишкек, Рухий Мурас ж/м",270 000,23 430 600
3,125,"Бишкек, Карагачевая роща, Амурский",72 000,6 248 160
7,240,"Бишкек, Оскон-Ордо ж/м",135 000,11 715 300
5,100,"Бишкек, Арча-Бешик ж/м",115 000,9 979 700
6,289,"Бишкек, Ала-Арча ж/м",350 000,30 373 000
7,280,"Бишкек, АЮ Grand",230 000,19 959 400
5,85,"Бишкек, 69-га, верхний орок",75 000,6 508 500
7,250,"Бишкек, с. Селекционное",97 500,8 461 050
7,280,"Бишкек, Ден Сяопина - Фучика",159 000,13 798 020
6,223,"Бишкек, с. Кашка-Баш, откеева",190 000,16 488 200
5,80,с. Байтик,85 000,7 376 300
6,180,с. Кашка-Суу,350 000,30 373 000
5,180,"Бишкек, Ак-Ордо ж/м",110 000,9 545 800
5,130,"Бишкек, Ала-Тоо м-н, Кок кыя, 42",93 000,8 070 540
6,120,"Бишкек, Рабочий Городок",158 000,13 711 240
7,20,"Бишкек, Восточный автовокзал, Аламединский переулок, 23а",60 000,5 206 800
3,58,"Бишкек, Арча-Бешик ж/м, 47",180 000,15 620 400
6,153,с. Орнок,260 100,22 571 478
7,215,"Бишкек, Ак-Ордо 3 ж/м",94 500,8 200 710
6,230,"Бишкек, Восток-5 м-н",375 000,32 542 500
6,193,"Бишкек, Советская - Куренкеева, Маяковского, 5",160 000,13 884 800
5,4,"Бишкек, Ден Сяопина - Фучика, Власова, 20",88 000,7 636 640
5,95,"Бишкек, с. Аламудун, суворова",95 000,8 244 100
6,115,"Бишкек, Бакай-Ата ж/м, Нооруз",70 000,6 074 600
6,185,"Бишкек, Арча-Бешик ж/м, Щербет, 35/2",650 000,56 407 000
6,110,"Бишкек, Токольдош ж/м, 106",97 000,8 417 660
7,340,"Бишкек, Ден Сяопина - Фучика, кубинская",200 000,17 338 000
3,68,с. Ивановка,53 000,4 599 340
7,300,"Бишкек, Ала-Арча 3",480 000,41 654 400
6,130,"Бишкек, Кок-Жар ж/м",170 000,14 752 600
5,100,"Бишкек, Ак-Ордо ж/м",89 000,7 723 420
3,75,"Бишкек, Ала-Тоо м-н",85 000,7 376 300
7,249,"Ош, Акмата  Маматалиева, 27",240 000,20 827 200
6,90,"Каракол, Алыкулова",68 000,5 901 040
5,128,"Бишкек, Ак-Ордо 3 ж/м, Келечек",110 000,9 545 800
7,170,"Ош, Курманджан Датка, 108",200 000,17 356 000
3,55,"Бишкек, с. Аламудун, ГЭС 2",35 000,3 037 300
5,250,с. Кашка-Суу,350 000,30 373 000
6,154,"Бишкек, Ак-Ордо 3 ж/м",148 000,12 843 440
5,400,"Чолпон-Ата, Манаса",100 000,8 678 000
7,240,с. Александровка,100 000,8 678 000
6,170,"Бишкек, Орок ж/м",234 000,20 306 520
7,360,"Бишкек, ж/м Учкун-2 (Аэропорт)",155 000,13 450 900
5,68,"Бишкек, Киргизия-2 м-н",280 000,24 298 400
7,150,"Бишкек, Карпинка, Сыдыкова, 32",236 230,20 500 000
3,50,"Бишкек, Токольдош ж/м, Армейская, 24к",80 000,6 942 400
6,100,"с. Новопокровка, Фрунзе,, 351",115 000,9 979 700
6,112,"Бишкек, с. Мыкан",210 000,18 223 800
7,180,"Бишкек, Космос, Ташиева",320 000,27 769 600
5,60,"Бишкек, Боталиева - Тулебердиева, Щербакова",80 000,6 942 400
7,350,"Бишкек, с. Кок-Джар",380 000,32 976 400
7,100,Бишкек,660 000,57 274 800
7,350,"Ош, улица Калмурзаева, 3",250 000,21 672 500
5,70,"Каракол, Мирная, 10",65 000,5 640 700
6,235,"с. Кашка-Суу, Достук, 339",235 000,20 393 300
5,132,"Бишкек, Красный Строитель ж/м",92 000,7 983 760
3,80,"Бишкек, Красный Строитель ж/м, дубосековская/",90 000,7 810 200
6,120,с. Ленинское,130 000,11 281 400
3,60,"Бишкек, Молодая Гвардия, Калыка Акиева, 4",140 000,12 149 200
5,120,"Бишкек, с. Нижняя Ала-Арча, Курманалиева, 13",70 000,6 074 600
6,241,с. Байтик,149 000,12 930 220
6,90,"Кант, Ванахуна, 123",68 000,5 901 040
5,140,"Бишкек, Арча-Бешик ж/м, Он Арча, 147",243 000,21 087 540
6,209,"Бишкек, Арча-Бешик ж/м, Куюкова",300 000,26 034 000
3,69,"Бишкек, Молодая Гвардия, боталиева198",88 000,7 636 640
6,246,"Бишкек, Ак Кеме",420 000,36 447 600
6,300,"Бишкек, Кок-Жар ж/м",430 000,37 315 400
8,264,"Бишкек, Ак-Орго ж/м, ахунбаева",180 000,15 620 400
6,310,"Бишкек, Ынтымак ж/м",485 000,42 088 300
5,96,"Бишкек, Ден Сяопина - Фучика, Коммунаров",130 000,11 281 400
5,70,"Бишкек, Пишпек ж/м, Гагарина",109 000,9 459 020
5,200,"Бишкек, ж/м Ала-Арча 2, Шералиев",310 000,26 901 800
7,250,"Бишкек, Таатан, Салиева",230 000,19 959 400
7,200,"Бишкек, Кок-Жар ж/м, Жени Жок",260 000,22 562 800
7,175,"Бишкек, с. Чон-Арык",235 000,20 393 300
7,450,"Бишкек, Киргизия 1 ж/м",650 000,56 407 000
7,216,"Бишкек, Арча-Бешик ж/м",235 000,20 393 300
5,140,"Бишкек, Колмо ж/м",170 000,14 752 600
6,118,"Бишкек, Орозбекова - Жибек-Жолу, Панфилова, 216",150 000,13 017 000
7,289,"с. Новопокровка, Ленина, 255",400 000,34 712 000
6,150,"с. Новопокровка, 454",220 000,19 091 600
6,120,"Бишкек, с. Джал, 60 лет СССР, 31",90 000,7 810 200
3,60,"Бишкек, Ден Сяопина - Фучика",75 000,6 508 500
7,214,"Бишкек, 69-га, Куланбаев кожон, 4",110 000,9 545 800
7,72.7,"Бишкек, Аламединский рынок",55 000,4 772 900
6,150,"Ош, 25",165 000,14 318 700
7,250,"Бишкек, Таатан, Чебоксарская, 18/1",250 000,21 695 000
5,155,"Бишкек, Балбан-Таймаш ж/м",92 000,7 983 760
3,150,"Бишкек, Дордой ж/м",150 000,13 017 000
3,100,"Бишкек, Лебединовка, Советская, 7",95 000,8 244 100
7,240,"Бишкек, Арча-Бешик ж/м",220 000,19 091 600
5,80,с. Арашан,67 000,5 814 260
6,187,"Джалал-Абад, 23",115 000,9 979 700
5,55,"Беловодское, Украинская, 80",80 000,6 935 200
3,4,"Бишкек, Рухий Мурас ж/м",92 000,7 983 760
7,463,"Бишкек, АУЦА",310 000,26 901 800
6,120,"Беловодское, С. ЗАРЯ",49 999,4 338 913
5,100,"Бишкек, Арча-Бешик ж/м",150 000,13 017 000
6,101.6,"Бишкек, Восток-5 м-н",98 500,8 547 830
6,250,"Бишкек, Ак-Орго ж/м",368 000,31 935 040
3,86,"Бишкек, Кудайберген",85 000,7 376 300
5,363,с. Беш-Кунгей,228 000,19 785 840
7,200,"Бишкек, Рухий Мурас ж/м, рухий мурас 1-улица, 43",185 000,16 054 300
7,260,"Бишкек, Баха, Южная Магистраль",339 000,29 418 420
2,34,Чолпон-Ата,40 000,3 471 200
3,70,"Бишкек, Лебединовка",170 000,14 752 600
3,90,"Бишкек, Ден Сяопина - Фучика, Фучика",72 000,6 248 160
5,180,с. Военно-Антоновка,128 000,11 107 840
6,130,с. Кашка-Суу,250 000,21 695 000
7,300,"Бишкек, Оскон-Ордо ж/м, Салкын тор",180 000,15 620 400
6,185,"Бишкек, Алтын-Ордо ж/м, Полицейский городок",126 000,10 934 280
5,300,"с. Беш-Кунгей, Стадион",240 000,20 827 200
5,116,"Бишкек, Арча-Бешик ж/м",250 000,21 695 000
6,120,"Бишкек, Рухий Мурас ж/м",165 000,14 318 700
7,220,"Бишкек, Арча-Бешик ж/м, Куюкова",180 000,15 620 400
7,172,"Бишкек, с. Нижняя Ала-Арча, Пафилова",160 000,13 884 800
7,210,"Бишкек, с. Нижняя Ала-Арча, Куманалиева",260 000,22 562 800
5,101,"Бишкек, Маданият ж/м",89 500,7 766 810
7,150,"Бишкек, Кайынды ж/м, Кайынды",89 000,7 723 420
5,24,"Нарын, Курманжан датка, 12",25 000,2 169 500
6,150,"Бишкек, Ак-Орго ж/м",170 000,14 752 600
7,320,"Бишкек, с. Новопавловка, Гоголя",70 000,6 074 600
5,70,"Бишкек, с. Маевка",52 500,4 555 950
7,270,"Бишкек, Ынтымак ж/м",500 000,43 390 000
6,350,"Бишкек, Ак-Ордо ж/м",250 000,21 695 000
6,155,"Бишкек, ж/м Ала-Арча 2",280 000,24 298 400
7,140,"Бишкек, ТЭЦ",185 000,16 054 300
7,150,"Бишкек, Кок-Жар ж/м, кулмурзаева",187 000,16 227 860
7,290,"Бишкек, Лебединовка",210 000,18 223 800
7,172,"Бишкек, с. Кок-Джар, Сайры Киизбаевой",320 000,27 769 600
6,151,"Бишкек, Кара-Жыгач ж/м",310 000,26 901 800
6,174,"Бишкек, Оскон-Ордо ж/м",147 000,12 756 660
2,50,"с. Тамга, 106",37 000,3 210 860
3,78,"Бишкек, с. Новопавловка, Кут, 29",60 000,5 206 800
7,110,"Бишкек, Киргизия 1 ж/м, Гаражная, 14",230 000,19 959 400
7,120,"Бишкек, Жибек-Жолу - Лермонтова",120 000,10 413 600
7,180,"Кант, Куйбышева, 16",83 000,7 202 740
6,150,"Бишкек, Учкун ж/м",140 000,12 149 200
3,76,"Бишкек, Дордой 2 ж/м, 7, 13",70 000,6 074 600
7,127,"с. Кой-Таш, Аблесова",145 000,12 568 600
5,116,с. Новопокровка,150 000,13 017 000
6,109,"Токмок, 32",58 000,5 033 240
6,480,"Бишкек, с. Пригородное, Арсланбоб",330 000,28 637 400
5,185.45,"Чолпон-Ата, Айтматова аллея",300 000,26 034 000
7,400,"Бишкек, Арча-Бешик ж/м, Баба Ата",360 000,31 240 800
7,180,"с. Таш-Добо, Вишнёвая",108 000,9 372 240
3,80,"Бишкек, Ала-Тоо 3 ж-м, Эркин-Тоо",70 000,6 074 600
2,40,"Бишкек, Ак-Ордо 3 ж/м",62 000,5 380 360
5,250,с. Таш-Добо,625 000,54 237 500
7,330,"Бишкек, Арча-Бешик ж/м, Иманкулова",600 000,52 068 000
6,270,"Бишкек, Ынтымак ж/м",500 000,43 390 000
7,527,"Бишкек, Ала-Арча 3",590 000,51 200 200
5,71.46,"Бишкек, с. Аламудун, Логвиненко",75 000,6 508 500
6,371.9,"Бишкек, с. Орто-Сай, Балык Кумара",700 000,60 746 000
7,102,"Бишкек, Келечек ж/м, Келечек 5-я",110 000,9 545 800
3,104.37,"Бишкек, с. Маевка, Полевая",116 000,10 066 480
5,133,"Бишкек, Тоголок молдо- Куренкеева",280 000,24 298 400
5,133,"Бишкек, Орозбекова - Жибек-Жолу",280 000,24 298 400
7,243,"Бишкек, Карла Маркса, Уссурийский пер.",300 000,26 034 000
3,70,"Бишкек, Матросова, Суванбердиева, 88",155 000,13 450 900
5,167.2,"Бишкек, Арча-Бешик ж/м, Абдылдаева Кудаша",210 000,18 223 800
2,60,"Бишкек, с. Пригородное",85 000,7 376 300
7,300,"Бишкек, Ынтымак ж/м, адыгине",400 000,34 712 000
7,489,"Бишкек, Ала-Арча ж/м",855 000,74 196 900
3,84,"с. Кара-Ой, Советская",94 500,8 200 710
3,90,"Бишкек, Арча-Бешик ж/м, Куюкова",220 000,19 091 600
6,180,"Бишкек, Ынтымак ж/м, азия",420 000,36 447 600
7,300,"Бишкек, Учкун ж/м",250 000,21 695 000
3,65,"Бишкек, Пишпек ж/м",130 000,11 281 400
5,101,"Бишкек, Ак-Ордо ж/м",105 000,9 111 900
6,100,Токмок,85 000,7 376 300
6,160,"Бишкек, 69-га",230 000,19 959 400
7,100,"Бишкек, с. Аламудун",140 000,12 149 200
6,250,"Бишкек, Арча-Бешик ж/м, Кара - Коо, 84",275 000,23 864 500
7,350,"Бишкек, Маданият ж/м, Талды-Суйская",84 000,7 289 520
7,230,"Бишкек, Арча-Бешик ж/м",265 000,22 996 700
6,250,"Бишкек, Рабочий Городок, Гагарина",263 000,22 823 140
6,230,"Бишкек, Аламединский рынок",365 000,31 674 700
3,84,"Бишкек, Горького - Панфилова, Ошская, 38",149 000,12 930 220
7,236,"Бишкек, Алматинка - Магистраль, Майрам",360 000,31 240 800
7,95,"Бишкек, с. Аламудун",97 000,8 417 660
7,570,"Бишкек, Ала-Арча ж/м, Балык Кумар, 6а",460 000,39 918 800
6,130,"Бишкек, Тоголок-Молдо - БЧК, Фиолетова",255 000,22 128 900
5,110.9,"Бишкек, Токольдош ж/м, Армейская",178 000,15 446 840
5,60,"Бишкек, Советская - БЧК, Касыма Тыныстанова",140 000,12 149 200
5,100,"Бишкек, Кара-Жыгач ж/м, Достоевского",315 000,27 335 700
3,60,"Бишкек, Лебединовка, лермонтова, 76",69 500,6 031 210
7,310,"Бишкек, Кара Дарыя, Кубанский пер.",500 000,43 390 000
6,157,"Бишкек, Ала-Тоо м-н, Макмал",207 000,17 963 460
5,82.2,"Бишкек, Кара Дарыя, Шукурова",228 000,19 785 840
6,154,"Бишкек, ЖД вокзал, Панфилова",225 000,19 525 500
7,225,"Бишкек, Мед. академия, Касыма Тыныстанова",300 000,26 034 000
6,142.7,"Бишкек, Достук м-н, Бурдинский пер.",95 000,8 244 100
7,554.8,"Бишкек, Магистраль, Бакаева",1 200 000,104 136 000
3,49,"Бишкек, Джальская больница, Целинная",300 000,26 034 000
6,165,"Бишкек, Учкун м-н, Линейный пер.",129 000,11 194 620
6,101,"Бишкек, Станционный, Суворова",90 000,7 810 200
5,110,"Бишкек, Кок-Жар ж/м",180 000,15 620 400
6,212.3,"Бишкек, Ынтымак ж/м, Боз-Болток",350 000,30 373 000
6,92,"Бишкек, Западный автовокзал, Ак-муз",120 000,10 413 600
7,512.26,"Кант, Чапаева",750 000,65 085 000
7,132.8,"Бишкек, Джальская больница, Целинная",300 000,26 034 000
7,190,"Бишкек, Учкун м-н",165 000,14 318 700
6,250,"Бишкек, Рухий Мурас ж/м",250 000,21 695 000
5,85,"Бишкек, Арча-Бешик ж/м, чортекова",160 000,13 884 800
6,150,"Бишкек, Арча-Бешик ж/м, КАРА-КОО",220 000,19 091 600
6,220,"Бишкек, Арча-Бешик ж/м",280 000,24 298 400
7,250,"Бишкек, Ынтымак ж/м",318 000,27 596 040
3,70,"Бишкек, Ден Сяопина - Фучика, Власова",100 000,8 678 000
6,200,"Бишкек, с. Кок-Джар",290 000,25 166 200
7,184,"Бишкек, Горького - Панфилова, горького",280 000,24 298 400
5,676,"Бишкек, 8 м-н",676 000,58 663 280
3,48,"д/п Бек-Тоо, Проектируемая1",36 500,3 167 470
7,350,"Бишкек, Келечек ж/м, Келечек-13",518 200,44 969 396
7,330,"Бишкек, Арча-Бешик ж/м",600 000,52 068 000
7,240,с. Байтик,110 000,9 545 800
3,100,с. Кара-Ой,130 000,11 281 400
5,62.37,"с. Таш-Добо, Южная",140 000,12 149 200
7,200,"Бишкек, Молодая Гвардия, Ала-Арчинская, 55",170 000,14 752 600
2,30,с. Беш-Кунгей,68 000,5 901 040
7,330,"Бишкек, с. Новопавловка, Ынтымак 7, 108",155 000,13 450 900
7,236,"Бишкек, Тенир-Тоо м-н, Ак орго",290 000,25 166 200
7,360,"Бишкек, Ак-Орго ж/м",435 000,37 749 300
6,220,"Бишкек, с. Кок-Джар, Конур Осман",242 000,21 000 760
3,68,"Бишкек, Гагарина",150 000,13 017 000
5,220,"Бишкек, Арча-Бешик ж/м, Шералиева",310 000,26 901 800
5,161,"Бишкек, Арча-Бешик ж/м, Шералиева",350 000,30 373 000
5,160,"Бишкек, с. Кашка-Баш",230 000,19 959 400
7,310,"Бишкек, Киргизия 1 ж/м",600 000,52 068 000
7,260,"Бишкек, Ак-Орго ж/м, Гагарина",380 000,32 976 400
3,80,"Бишкек, Ынтымак ж/м, Орто",325 000,28 203 500
5,90,"Бишкек, с. Кок-Джар, Кайыкова",245 000,21 261 100
7,200,"Чолпон-Ата, 11",100 000,8 678 000
7,250,"Бишкек, Советская - БЧК, Дзержинского, 196",350 000,30 373 000
7,115,"Токмок, дача",60 000,5 206 800
2,70,"Бишкек, ж/м Ала-Арча 2, Чубак ажы Жалилов",120 000,10 413 600
5,50,"Бишкек, Карагачевая роща, Суворова",85 000,7 376 300
7,133,"Бишкек, Салам-Алик ж/м, Эркин-Сай, 27",68 000,5 901 040
7,204,"Бишкек, Салам-Алик ж/м, Эркин-Сай, 214",115 000,9 979 700
7,160,"Бишкек, Ак-Ордо ж/м, 53",130 000,11 281 400
5,100,"Бишкек, Арча-Бешик ж/м, 62",146 000,12 669 880
5,220,"Бишкек, Ала-Арча ж/м, Балык-Кумара, 65",750 000,65 085 000
3,100,"Чолпон-Ата, Аллея Айтматова, 1/18",75 000,6 508 500
5,112,"Бишкек, Карла Маркса",320 000,27 769 600
3,100,"Бишкек, Чуй - Алматинка",220 000,19 091 600
3,46,"Бишкек, Гагарина",195 000,16 922 100
6,80,"Бишкек, с. Пригородное, 18",105 000,9 111 900
6,142,"Бишкек, Арча-Бешик ж/м",260 000,22 562 800
6,150,"Бишкек, 69-га, Мамыт Ата",178 000,15 446 840
2,58,с. Кызыл-Суу,20 000,1 735 600
3,70,"Бишкек, с. Пригородное, Маяковского, 14",47 500,4 122 050
7,170,"Бишкек, с. Аламудун, Алматинская, 625",205 000,17 789 900
7,180,"Бишкек, с. Селекционное, Кум Арык",125 000,10 847 500
6,98.3,"Бишкек, Ден Сяопина - Фучика, Фучика",132 000,11 454 960
7,154.4,"Бишкек, Матросова, Матросова",220 000,19 091 600
5,111,"Бишкек, Ден Сяопина - Фучика, Коммунаров",135 000,11 715 300
2,80,Чолпон-Ата,200 000,17 356 000
5,150,"Бишкек, 69-га, Абдыкаимов Раимберди, 31",140 000,12 149 200
6,98.3,"Бишкек, Ошский рынок, Фучика",132 000,11 454 960
7,180,"Бишкек, Арча-Бешик ж/м, Мамыт-Ата, 19",168 000,14 579 040
5,110,"Бишкек, с. Восток, Заречная, 12",69 000,5 987 820
7,335,"Бишкек, Горького - Панфилова, новосибирский пер, 25",355 000,30 806 900
6,855,"Бишкек, с. Чон-Арык, 32",167 000,14 492 260
5,100,"Бишкек, Тоголок Молдо - Щербакова, Тоголок Молдо",117 000,10 153 260
7,320,"Бишкек, Ак Кеме, Сагындыкова",360 000,31 240 800
7,160,"Чолпон-Ата, Курортная",100 000,8 678 000
6,675,"Бишкек, КНУ, 264",220 000,19 091 600
7,180,с. Коджояр,220 000,19 091 600
6,90,"Бишкек, Советская - Щербакова",117 000,10 153 260
7,400,"Каракол, Токтогул",165 000,14 318 700
5,102,"Бишкек, БГУ",240 000,20 827 200
7,281,Ош,230 000,19 959 400
7,197,"Бишкек, Улан Эгизбаев",135 000,11 715 300
7,240,"Бишкек, Ак Кеме, Таланта Сагындыкова",420 000,36 447 600
7,280,"Бишкек, с. Кок-Джар, Достук",330 000,28 637 400
6,92,"Бишкек, Рабочий Городок, Тыныбекова",85 000,7 376 300
7,200,"Бишкек, Кок-Жар ж/м, Арстанбап",151 000,13 103 780
7,310,"Бишкек, Киргизия 1 ж/м, Кожомкулова",620 000,53 803 600
5,100,"Бишкек, Западный автовокзал",120 000,10 413 600
2,30,"ДТ Победа, Горное, 14",58 000,5 033 240
7,150,"с. Ала-Бука, Т.Токтобаев, 4",115 234,10 000 000
5,166,"Бишкек, Кара-Жыгач ж/м, Бегматова, 13",230 000,19 959 400
5,100,с. Новопокровка,68 000,5 901 040
6,87,"Бишкек, с. Чон-Арык",225 000,19 525 500
5,63.4,"Бишкек, Аламединский рынок, Рязанская, 58",100 000,8 678 000
7,200,"Бишкек, Лебединовка, 232",180 000,15 620 400
6,58.24,"с. Новопокровка, Манаса, 50",85 000,7 376 300
5,103,"Бишкек, Кара-Жыгач ж/м",115 000,9 979 700
6,150,с. Новопокровка,119 000,10 326 820
