Количество комнат,Площадь (м²),Адрес,Цена ($),Цена (сом)
7,500.0,"Бишкек, Арча-Бешик ж/м",850000,73763000
3,100.0,"Бишкек, Кок-Жар ж/м, МОЛДОКУЛОВА, 100/1",170000,14752600
7,200.0,Чолпон-Ата,85000,7376300
6,180.0,"Бишкек, Арча-Бешик ж/м, Чортекова",240000,20827200
7,180.0,"Бишкек, Арча-Бешик ж/м",165000,14318700
7,243.0,"Бишкек, Карла Маркса",312000,27075360
7,330.0,"Бишкек, Арча-Бешик ж/м",650000,56407000
6,140.0,"Бишкек, Лебединовка, Луганская, 12б",255000,22128900
2,56.0,"с. Новопокровка, Кирова",55000,4772900
3,100.0,"Бишкек, Арча-Бешик ж/м, чортекова",106500,9242070
3,149.0,"Бишкек, Чуй - Алматинка, Западная",158000,13711240
7,142.0,"Чолпон-Ата, Советская",150000,13017000
6,250.0,"Бишкек, Таатан, Салиева",245000,21261100
6,62.0,"Бишкек, с. Новопавловка, Свердлов",63000,5467140
5,140.0,"Бишкек, КНУ",120000,10413600
7,274.0,"Бишкек, Горького - Панфилова",500000,43390000
7,230.0,"Бишкек, Арча-Бешик ж/м, Алтымышева",265000,22996700
3,80.0,"Бишкек, Ак-Ордо ж/м",70000,6074600
7,160.0,с. Заречное,140000,12149200
3,100.0,"Бишкек, с. Новопавловка",105000,9111900
6,150.0,"Бишкек, Ак-Ордо ж/м, Кетмен-Тобо, 49",130000,11281400
7,280.0,"с. Беш-Кунгей, Чыныбаева",390000,33844200
7,130.0,"Бишкек, Арча-Бешик ж/м, Шербет",185000,16054300
5,126.0,"Бишкек, Пишпек ж/м, Осмонова",150000,13017000
3,230.0,"Бишкек, Кара-Жыгач ж/м",250000,21695000
5,116.0,"Бишкек, Арча-Бешик ж/м",250000,21695000
5,335.0,"Бишкек, Киргизия 1 ж/м, самойленко",460000,39918800
7,308.0,"Бишкек, Политех, 3",600000,52068000
7,150.0,"Бишкек, Бакай-Ата ж/м",199000,17269220
7,250.0,"Бишкек, Кок-Жар ж/м, Молдокулова, 59",265000,22996700
6,95.0,"Кара-Балта, Советский уголок, 25",45000,3905100
6,105.0,"Бишкек, с. Восток, Карла-Маркса, 3",125000,10847500
7,140.0,"Бишкек, Боталиева - Тулебердиева, молодая гвардия",89000,7723420
3,86.0,с. Чок-Тал,59000,5120020
2,50.0,"Бишкек, с. Дача СУ, дача Су рядом с аэропортом Манас, 10",26000,2256280
6,224.0,"Ош, Ориентир",320000,27769600
6,307.0,"Бишкек, Магистраль",680000,59010400
2,103.0,с. Коджояр,100000,8678000
3,69.0,"Бишкек, с. Аламудун, 20, 20",95000,8244100
5,100.0,"с. Кой-Таш, Кой Таш, 119",90000,7810200
6,110.0,"Бишкек, Ала-Тоо 3 ж-м",120000,10413600
5,1.025,"Бишкек, Балбан-Таймаш ж/м, Профсоюзная",140000,12149200
6,160.0,"Бишкек, Оскон-Ордо ж/м, 4 улица",147000,12756660
6,240.0,"Бишкек, Арча-Бешик ж/м, Куюкова, Н",320000,27769600
5,105.0,"Бишкек, Кок-Жар ж/м, Алматинка",225000,19525500
6,70.0,"Бишкек, Карагачевая роща, 142",75000,6508500
5,273.0,"Бишкек, Махатма Ганди - БЧК",58500,5076630
6,190.0,"Бишкек, Таатан",235000,20393300
7,160.0,"Бишкек, Ак-Ордо ж/м",130000,11281400
3,90.0,"с. Арчалы, Алча",105000,9111900
6,137.0,"Бишкек, Алтын-Ордо ж/м, 4-я",166500,14448870
3,56.0,с. Новопокровка,59500,5163410
7,250.0,"Бишкек, Кок-Жар ж/м",235000,20393300
7,132.0,"Бишкек, с. Новопавловка, Баетова",141500,12279370
3,58.0,"Бишкек, с. Новопавловка",60000,5206800
6,100.0,"Бишкек, Арча-Бешик ж/м",260000,22562800
7,197.0,"Бишкек, с. Селекционное, Муромская",260000,22562800
7,277.0,"Бишкек, Учкун ж/м, Бекбосын Сатыбалдиев",260000,22562800
3,70.0,"Бишкек, Алтын-Ордо ж/м, Алтын-Ордо 8-я",125000,10847500
6,110.0,"Бишкек, Ак-Орго ж/м, Ай",120000,10413600
3,30.0,"Бишкек, Киргизия 1 ж/м, Кожомкулова",1040000,90251200
5,101.8,"Бишкек, Токольдош ж/м, Октябрьская",153000,13277340
5,100.9,"Бишкек, Ак-Орго ж/м, Хан Тенир",165000,14318700
6,240.0,"Бишкек, Кара Дарыя, Чатыркульский пер.",430000,37315400
7,234.0,"с. Арашан, Молдобекова",255000,22128900
5,193.0,"с. Беш-Кунгей, Проектируемая",230000,19959400
7,311.1,"Бишкек, Матросова, Бектенова",670000,58142600
3,95.0,"Бишкек, Ак-Ордо ж/м",115000,9979700
5,90.0,"Бишкек, Восточный автовокзал",84000,7289520
5,100.0,"Бишкек, с. Озёрное",60000,5206800
6,130.0,"Бишкек, Ак-Ордо ж/м",175000,15186500
6,110.0,"Бишкек, Западный автовокзал",108000,9372240
5,140.0,"Бишкек, с. Новопавловка, Арчалы",85000,7376300
3,60.0,"Бишкек, с. Орто-Сай",130000,11281400
7,500.0,"Бишкек, Джальская больница",1300000,112814000
8,336.0,"Бишкек, Рухий Мурас ж/м",270000,23430600
3,125.0,"Бишкек, Карагачевая роща, Амурский",72000,6248160
7,240.0,"Бишкек, Оскон-Ордо ж/м",135000,11715300
5,100.0,"Бишкек, Арча-Бешик ж/м",115000,9979700
6,289.0,"Бишкек, Ала-Арча ж/м",350000,30373000
7,280.0,"Бишкек, АЮ Grand",230000,19959400
5,85.0,"Бишкек, 69-га, верхний орок",75000,6508500
7,250.0,"Бишкек, с. Селекционное",97500,8461050
7,280.0,"Бишкек, Ден Сяопина - Фучика",159000,13798020
6,223.0,"Бишкек, с. Кашка-Баш, откеева",190000,16488200
5,80.0,с. Байтик,85000,7376300
6,180.0,с. Кашка-Суу,350000,30373000
5,180.0,"Бишкек, Ак-Ордо ж/м",110000,9545800
5,130.0,"Бишкек, Ала-Тоо м-н, Кок кыя, 42",93000,8070540
6,120.0,"Бишкек, Рабочий Городок",158000,13711240
7,20.0,"Бишкек, Восточный автовокзал, Аламединский переулок, 23а",60000,5206800
3,58.0,"Бишкек, Арча-Бешик ж/м, 47",180000,15620400
6,153.0,с. Орнок,260100,22571478
7,215.0,"Бишкек, Ак-Ордо 3 ж/м",94500,8200710
6,230.0,"Бишкек, Восток-5 м-н",375000,32542500
6,193.0,"Бишкек, Советская - Куренкеева, Маяковского, 5",160000,13884800
5,4.0,"Бишкек, Ден Сяопина - Фучика, Власова, 20",88000,7636640
5,95.0,"Бишкек, с. Аламудун, суворова",95000,8244100
6,115.0,"Бишкек, Бакай-Ата ж/м, Нооруз",70000,6074600
6,185.0,"Бишкек, Арча-Бешик ж/м, Щербет, 35/2",650000,56407000
6,110.0,"Бишкек, Токольдош ж/м, 106",97000,8417660
7,340.0,"Бишкек, Ден Сяопина - Фучика, кубинская",200000,17338000
3,68.0,с. Ивановка,53000,4599340
7,300.0,"Бишкек, Ала-Арча 3",480000,41654400
6,130.0,"Бишкек, Кок-Жар ж/м",170000,14752600
5,100.0,"Бишкек, Ак-Ордо ж/м",89000,7723420
3,75.0,"Бишкек, Ала-Тоо м-н",85000,7376300
7,249.0,"Ош, Акмата  Маматалиева, 27",240000,20827200
6,90.0,"Каракол, Алыкулова",68000,5901040
5,128.0,"Бишкек, Ак-Ордо 3 ж/м, Келечек",110000,9545800
7,170.0,"Ош, Курманджан Датка, 108",200000,17356000
3,55.0,"Бишкек, с. Аламудун, ГЭС 2",35000,3037300
5,250.0,с. Кашка-Суу,350000,30373000
6,154.0,"Бишкек, Ак-Ордо 3 ж/м",148000,12843440
5,400.0,"Чолпон-Ата, Манаса",100000,8678000
7,240.0,с. Александровка,100000,8678000
6,170.0,"Бишкек, Орок ж/м",234000,20306520
7,360.0,"Бишкек, ж/м Учкун-2 (Аэропорт)",155000,13450900
5,68.0,"Бишкек, Киргизия-2 м-н",280000,24298400
7,150.0,"Бишкек, Карпинка, Сыдыкова, 32",236230,20500000
3,50.0,"Бишкек, Токольдош ж/м, Армейская, 24к",80000,6942400
6,100.0,"с. Новопокровка, Фрунзе,, 351",115000,9979700
6,112.0,"Бишкек, с. Мыкан",210000,18223800
7,180.0,"Бишкек, Космос, Ташиева",320000,27769600
5,60.0,"Бишкек, Боталиева - Тулебердиева, Щербакова",80000,6942400
7,350.0,"Бишкек, с. Кок-Джар",380000,32976400
7,100.0,Бишкек,660000,57274800
7,350.0,"Ош, улица Калмурзаева, 3",250000,21672500
5,70.0,"Каракол, Мирная, 10",65000,5640700
6,235.0,"с. Кашка-Суу, Достук, 339",235000,20393300
5,132.0,"Бишкек, Красный Строитель ж/м",92000,7983760
3,80.0,"Бишкек, Красный Строитель ж/м, дубосековская/",90000,7810200
6,120.0,с. Ленинское,130000,11281400
3,60.0,"Бишкек, Молодая Гвардия, Калыка Акиева, 4",140000,12149200
5,120.0,"Бишкек, с. Нижняя Ала-Арча, Курманалиева, 13",70000,6074600
6,241.0,с. Байтик,149000,12930220
6,90.0,"Кант, Ванахуна, 123",68000,5901040
5,140.0,"Бишкек, Арча-Бешик ж/м, Он Арча, 147",243000,21087540
6,209.0,"Бишкек, Арча-Бешик ж/м, Куюкова",300000,26034000
3,69.0,"Бишкек, Молодая Гвардия, боталиева198",88000,7636640
6,246.0,"Бишкек, Ак Кеме",420000,36447600
6,300.0,"Бишкек, Кок-Жар ж/м",430000,37315400
8,264.0,"Бишкек, Ак-Орго ж/м, ахунбаева",180000,15620400
6,310.0,"Бишкек, Ынтымак ж/м",485000,42088300
5,96.0,"Бишкек, Ден Сяопина - Фучика, Коммунаров",130000,11281400
5,70.0,"Бишкек, Пишпек ж/м, Гагарина",109000,9459020
5,200.0,"Бишкек, ж/м Ала-Арча 2, Шералиев",310000,26901800
7,250.0,"Бишкек, Таатан, Салиева",230000,19959400
7,200.0,"Бишкек, Кок-Жар ж/м, Жени Жок",260000,22562800
7,175.0,"Бишкек, с. Чон-Арык",235000,20393300
7,450.0,"Бишкек, Киргизия 1 ж/м",650000,56407000
7,216.0,"Бишкек, Арча-Бешик ж/м",235000,20393300
5,140.0,"Бишкек, Колмо ж/м",170000,14752600
6,118.0,"Бишкек, Орозбекова - Жибек-Жолу, Панфилова, 216",150000,13017000
7,289.0,"с. Новопокровка, Ленина, 255",400000,34712000
6,150.0,"с. Новопокровка, 454",220000,19091600
6,120.0,"Бишкек, с. Джал, 60 лет СССР, 31",90000,7810200
3,60.0,"Бишкек, Ден Сяопина - Фучика",75000,6508500
7,214.0,"Бишкек, 69-га, Куланбаев кожон, 4",110000,9545800
7,72.7,"Бишкек, Аламединский рынок",55000,4772900
6,150.0,"Ош, 25",165000,14318700
7,250.0,"Бишкек, Таатан, Чебоксарская, 18/1",250000,21695000
5,155.0,"Бишкек, Балбан-Таймаш ж/м",92000,7983760
3,150.0,"Бишкек, Дордой ж/м",150000,13017000
3,100.0,"Бишкек, Лебединовка, Советская, 7",95000,8244100
7,240.0,"Бишкек, Арча-Бешик ж/м",220000,19091600
5,80.0,с. Арашан,67000,5814260
6,187.0,"Джалал-Абад, 23",115000,9979700
5,55.0,"Беловодское, Украинская, 80",80000,6935200
3,4.0,"Бишкек, Рухий Мурас ж/м",92000,7983760
7,463.0,"Бишкек, АУЦА",310000,26901800
6,120.0,"Беловодское, С. ЗАРЯ",49999,4338913
5,100.0,"Бишкек, Арча-Бешик ж/м",150000,13017000
6,101.6,"Бишкек, Восток-5 м-н",98500,8547830
6,250.0,"Бишкек, Ак-Орго ж/м",368000,31935040
3,86.0,"Бишкек, Кудайберген",85000,7376300
5,363.0,с. Беш-Кунгей,228000,19785840
7,200.0,"Бишкек, Рухий Мурас ж/м, рухий мурас 1-улица, 43",185000,16054300
7,260.0,"Бишкек, Баха, Южная Магистраль",339000,29418420
2,34.0,Чолпон-Ата,40000,3471200
3,70.0,"Бишкек, Лебединовка",170000,14752600
3,90.0,"Бишкек, Ден Сяопина - Фучика, Фучика",72000,6248160
5,180.0,с. Военно-Антоновка,128000,11107840
6,130.0,с. Кашка-Суу,250000,21695000
7,300.0,"Бишкек, Оскон-Ордо ж/м, Салкын тор",180000,15620400
6,185.0,"Бишкек, Алтын-Ордо ж/м, Полицейский городок",126000,10934280
5,300.0,"с. Беш-Кунгей, Стадион",240000,20827200
5,116.0,"Бишкек, Арча-Бешик ж/м",250000,21695000
6,120.0,"Бишкек, Рухий Мурас ж/м",165000,14318700
7,220.0,"Бишкек, Арча-Бешик ж/м, Куюкова",180000,15620400
7,172.0,"Бишкек, с. Нижняя Ала-Арча, Пафилова",160000,13884800
7,210.0,"Бишкек, с. Нижняя Ала-Арча, Куманалиева",260000,22562800
5,101.0,"Бишкек, Маданият ж/м",89500,7766810
7,150.0,"Бишкек, Кайынды ж/м, Кайынды",89000,7723420
5,24.0,"Нарын, Курманжан датка, 12",25000,2169500
6,150.0,"Бишкек, Ак-Орго ж/м",170000,14752600
7,320.0,"Бишкек, с. Новопавловка, Гоголя",70000,6074600
5,70.0,"Бишкек, с. Маевка",52500,4555950
7,270.0,"Бишкек, Ынтымак ж/м",500000,43390000
6,350.0,"Бишкек, Ак-Ордо ж/м",250000,21695000
6,155.0,"Бишкек, ж/м Ала-Арча 2",280000,24298400
7,140.0,"Бишкек, ТЭЦ",185000,16054300
7,150.0,"Бишкек, Кок-Жар ж/м, кулмурзаева",187000,16227860
7,290.0,"Бишкек, Лебединовка",210000,18223800
7,172.0,"Бишкек, с. Кок-Джар, Сайры Киизбаевой",320000,27769600
6,151.0,"Бишкек, Кара-Жыгач ж/м",310000,26901800
6,174.0,"Бишкек, Оскон-Ордо ж/м",147000,12756660
2,50.0,"с. Тамга, 106",37000,3210860
3,78.0,"Бишкек, с. Новопавловка, Кут, 29",60000,5206800
7,110.0,"Бишкек, Киргизия 1 ж/м, Гаражная, 14",230000,19959400
7,120.0,"Бишкек, Жибек-Жолу - Лермонтова",120000,10413600
7,180.0,"Кант, Куйбышева, 16",83000,7202740
6,150.0,"Бишкек, Учкун ж/м",140000,12149200
3,76.0,"Бишкек, Дордой 2 ж/м, 7, 13",70000,6074600
7,127.0,"с. Кой-Таш, Аблесова",145000,12568600
5,116.0,с. Новопокровка,150000,13017000
6,109.0,"Токмок, 32",58000,5033240
6,480.0,"Бишкек, с. Пригородное, Арсланбоб",330000,28637400
5,185.45,"Чолпон-Ата, Айтматова аллея",300000,26034000
7,400.0,"Бишкек, Арча-Бешик ж/м, Баба Ата",360000,31240800
7,180.0,"с. Таш-Добо, Вишнёвая",108000,9372240
3,80.0,"Бишкек, Ала-Тоо 3 ж-м, Эркин-Тоо",70000,6074600
2,40.0,"Бишкек, Ак-Ордо 3 ж/м",62000,5380360
5,250.0,с. Таш-Добо,625000,54237500
7,330.0,"Бишкек, Арча-Бешик ж/м, Иманкулова",600000,52068000
6,270.0,"Бишкек, Ынтымак ж/м",500000,43390000
7,527.0,"Бишкек, Ала-Арча 3",590000,51200200
5,71.46,"Бишкек, с. Аламудун, Логвиненко",75000,6508500
6,371.9,"Бишкек, с. Орто-Сай, Балык Кумара",700000,60746000
7,102.0,"Бишкек, Келечек ж/м, Келечек 5-я",110000,9545800
3,104.37,"Бишкек, с. Маевка, Полевая",116000,10066480
5,133.0,"Бишкек, Тоголок молдо- Куренкеева",280000,24298400
5,133.0,"Бишкек, Орозбекова - Жибек-Жолу",280000,24298400
7,243.0,"Бишкек, Карла Маркса, Уссурийский пер.",300000,26034000
3,70.0,"Бишкек, Матросова, Суванбердиева, 88",155000,13450900
5,167.2,"Бишкек, Арча-Бешик ж/м, Абдылдаева Кудаша",210000,18223800
2,60.0,"Бишкек, с. Пригородное",85000,7376300
7,300.0,"Бишкек, Ынтымак ж/м, адыгине",400000,34712000
7,489.0,"Бишкек, Ала-Арча ж/м",855000,74196900
3,84.0,"с. Кара-Ой, Советская",94500,8200710
3,90.0,"Бишкек, Арча-Бешик ж/м, Куюкова",220000,19091600
6,180.0,"Бишкек, Ынтымак ж/м, азия",420000,36447600
7,300.0,"Бишкек, Учкун ж/м",250000,21695000
3,65.0,"Бишкек, Пишпек ж/м",130000,11281400
5,101.0,"Бишкек, Ак-Ордо ж/м",105000,9111900
6,100.0,Токмок,85000,7376300
6,160.0,"Бишкек, 69-га",230000,19959400
7,100.0,"Бишкек, с. Аламудун",140000,12149200
6,250.0,"Бишкек, Арча-Бешик ж/м, Кара - Коо, 84",275000,23864500
7,350.0,"Бишкек, Маданият ж/м, Талды-Суйская",84000,7289520
7,230.0,"Бишкек, Арча-Бешик ж/м",265000,22996700
6,250.0,"Бишкек, Рабочий Городок, Гагарина",263000,22823140
6,230.0,"Бишкек, Аламединский рынок",365000,31674700
3,84.0,"Бишкек, Горького - Панфилова, Ошская, 38",149000,12930220
7,236.0,"Бишкек, Алматинка - Магистраль, Майрам",360000,31240800
7,95.0,"Бишкек, с. Аламудун",97000,8417660
7,570.0,"Бишкек, Ала-Арча ж/м, Балык Кумар, 6а",460000,39918800
6,130.0,"Бишкек, Тоголок-Молдо - БЧК, Фиолетова",255000,22128900
5,110.9,"Бишкек, Токольдош ж/м, Армейская",178000,15446840
5,60.0,"Бишкек, Советская - БЧК, Касыма Тыныстанова",140000,12149200
5,100.0,"Бишкек, Кара-Жыгач ж/м, Достоевского",315000,27335700
3,60.0,"Бишкек, Лебединовка, лермонтова, 76",69500,6031210
7,310.0,"Бишкек, Кара Дарыя, Кубанский пер.",500000,43390000
6,157.0,"Бишкек, Ала-Тоо м-н, Макмал",207000,17963460
5,82.2,"Бишкек, Кара Дарыя, Шукурова",228000,19785840
6,154.0,"Бишкек, ЖД вокзал, Панфилова",225000,19525500
7,225.0,"Бишкек, Мед. академия, Касыма Тыныстанова",300000,26034000
6,142.7,"Бишкек, Достук м-н, Бурдинский пер.",95000,8244100
7,554.8,"Бишкек, Магистраль, Бакаева",1200000,104136000
3,49.0,"Бишкек, Джальская больница, Целинная",300000,26034000
6,165.0,"Бишкек, Учкун м-н, Линейный пер.",129000,11194620
6,101.0,"Бишкек, Станционный, Суворова",90000,7810200
5,110.0,"Бишкек, Кок-Жар ж/м",180000,15620400
6,212.3,"Бишкек, Ынтымак ж/м, Боз-Болток",350000,30373000
6,92.0,"Бишкек, Западный автовокзал, Ак-муз",120000,10413600
7,512.26,"Кант, Чапаева",750000,65085000
7,132.8,"Бишкек, Джальская больница, Целинная",300000,26034000
7,190.0,"Бишкек, Учкун м-н",165000,14318700
6,250.0,"Бишкек, Рухий Мурас ж/м",250000,21695000
5,85.0,"Бишкек, Арча-Бешик ж/м, чортекова",160000,13884800
6,150.0,"Бишкек, Арча-Бешик ж/м, КАРА-КОО",220000,19091600
6,220.0,"Бишкек, Арча-Бешик ж/м",280000,24298400
7,250.0,"Бишкек, Ынтымак ж/м",318000,27596040
3,70.0,"Бишкек, Ден Сяопина - Фучика, Власова",100000,8678000
6,200.0,"Бишкек, с. Кок-Джар",290000,25166200
7,184.0,"Бишкек, Горького - Панфилова, горького",280000,24298400
5,676.0,"Бишкек, 8 м-н",676000,58663280
3,48.0,"д/п Бек-Тоо, Проектируемая1",36500,3167470
7,350.0,"Бишкек, Келечек ж/м, Келечек-13",518200,44969396
7,330.0,"Бишкек, Арча-Бешик ж/м",600000,52068000
7,240.0,с. Байтик,110000,9545800
3,100.0,с. Кара-Ой,130000,11281400
5,62.37,"с. Таш-Добо, Южная",140000,12149200
7,200.0,"Бишкек, Молодая Гвардия, Ала-Арчинская, 55",170000,14752600
2,30.0,с. Беш-Кунгей,68000,5901040
7,330.0,"Бишкек, с. Новопавловка, Ынтымак 7, 108",155000,13450900
7,236.0,"Бишкек, Тенир-Тоо м-н, Ак орго",290000,25166200
7,360.0,"Бишкек, Ак-Орго ж/м",435000,37749300
6,220.0,"Бишкек, с. Кок-Джар, Конур Осман",242000,21000760
3,68.0,"Бишкек, Гагарина",150000,13017000
5,220.0,"Бишкек, Арча-Бешик ж/м, Шералиева",310000,26901800
5,161.0,"Бишкек, Арча-Бешик ж/м, Шералиева",350000,30373000
5,160.0,"Бишкек, с. Кашка-Баш",230000,19959400
7,310.0,"Бишкек, Киргизия 1 ж/м",600000,52068000
7,260.0,"Бишкек, Ак-Орго ж/м, Гагарина",380000,32976400
3,80.0,"Бишкек, Ынтымак ж/м, Орто",325000,28203500
5,90.0,"Бишкек, с. Кок-Джар, Кайыкова",245000,21261100
7,200.0,"Чолпон-Ата, 11",100000,8678000
7,250.0,"Бишкек, Советская - БЧК, Дзержинского, 196",350000,30373000
7,115.0,"Токмок, дача",60000,5206800
2,70.0,"Бишкек, ж/м Ала-Арча 2, Чубак ажы Жалилов",120000,10413600
5,50.0,"Бишкек, Карагачевая роща, Суворова",85000,7376300
7,133.0,"Бишкек, Салам-Алик ж/м, Эркин-Сай, 27",68000,5901040
7,204.0,"Бишкек, Салам-Алик ж/м, Эркин-Сай, 214",115000,9979700
7,160.0,"Бишкек, Ак-Ордо ж/м, 53",130000,11281400
5,100.0,"Бишкек, Арча-Бешик ж/м, 62",146000,12669880
5,220.0,"Бишкек, Ала-Арча ж/м, Балык-Кумара, 65",750000,65085000
3,100.0,"Чолпон-Ата, Аллея Айтматова, 1/18",75000,6508500
5,112.0,"Бишкек, Карла Маркса",320000,27769600
3,100.0,"Бишкек, Чуй - Алматинка",220000,19091600
3,46.0,"Бишкек, Гагарина",195000,16922100
6,80.0,"Бишкек, с. Пригородное, 18",105000,9111900
6,142.0,"Бишкек, Арча-Бешик ж/м",260000,22562800
6,150.0,"Бишкек, 69-га, Мамыт Ата",178000,15446840
2,58.0,с. Кызыл-Суу,20000,1735600
3,70.0,"Бишкек, с. Пригородное, Маяковского, 14",47500,4122050
7,170.0,"Бишкек, с. Аламудун, Алматинская, 625",205000,17789900
7,180.0,"Бишкек, с. Селекционное, Кум Арык",125000,10847500
6,98.3,"Бишкек, Ден Сяопина - Фучика, Фучика",132000,11454960
7,154.4,"Бишкек, Матросова, Матросова",220000,19091600
5,111.0,"Бишкек, Ден Сяопина - Фучика, Коммунаров",135000,11715300
2,80.0,Чолпон-Ата,200000,17356000
5,150.0,"Бишкек, 69-га, Абдыкаимов Раимберди, 31",140000,12149200
6,98.3,"Бишкек, Ошский рынок, Фучика",132000,11454960
7,180.0,"Бишкек, Арча-Бешик ж/м, Мамыт-Ата, 19",168000,14579040
5,110.0,"Бишкек, с. Восток, Заречная, 12",69000,5987820
7,335.0,"Бишкек, Горького - Панфилова, новосибирский пер, 25",355000,30806900
6,855.0,"Бишкек, с. Чон-Арык, 32",167000,14492260
5,100.0,"Бишкек, Тоголок Молдо - Щербакова, Тоголок Молдо",117000,10153260
7,320.0,"Бишкек, Ак Кеме, Сагындыкова",360000,31240800
7,160.0,"Чолпон-Ата, Курортная",100000,8678000
6,675.0,"Бишкек, КНУ, 264",220000,19091600
7,180.0,с. Коджояр,220000,19091600
6,90.0,"Бишкек, Советская - Щербакова",117000,10153260
7,400.0,"Каракол, Токтогул",165000,14318700
5,102.0,"Бишкек, БГУ",240000,20827200
7,281.0,Ош,230000,19959400
7,197.0,"Бишкек, Улан Эгизбаев",135000,11715300
7,240.0,"Бишкек, Ак Кеме, Таланта Сагындыкова",420000,36447600
7,280.0,"Бишкек, с. Кок-Джар, Достук",330000,28637400
6,92.0,"Бишкек, Рабочий Городок, Тыныбекова",85000,7376300
7,200.0,"Бишкек, Кок-Жар ж/м, Арстанбап",151000,13103780
7,310.0,"Бишкек, Киргизия 1 ж/м, Кожомкулова",620000,53803600
5,100.0,"Бишкек, Западный автовокзал",120000,10413600
2,30.0,"ДТ Победа, Горное, 14",58000,5033240
7,150.0,"с. Ала-Бука, Т.Токтобаев, 4",115234,10000000
5,166.0,"Бишкек, Кара-Жыгач ж/м, Бегматова, 13",230000,19959400
5,100.0,с. Новопокровка,68000,5901040
6,87.0,"Бишкек, с. Чон-Арык",225000,19525500
5,63.4,"Бишкек, Аламединский рынок, Рязанская, 58",100000,8678000
7,200.0,"Бишкек, Лебединовка, 232",180000,15620400
6,58.24,"с. Новопокровка, Манаса, 50",85000,7376300
5,103.0,"Бишкек, Кара-Жыгач ж/м",115000,9979700
6,150.0,с. Новопокровка,119000,10326820
2,67.0,"Бишкек, Горького - Панфилова, Кулатова, 60",41000,3557980
7,480.0,"Бишкек, Кок-Жар ж/м, Куйручук/Тон, 7",275000,23864500
2,45.0,с. Прохладное,135000,11715300
6,120.0,"Бишкек, с. Верхний Орок",115000,9979700
5,150.0,"Бишкек, Киргизия-2 м-н",255000,22128900
6,180.0,"Бишкек, с. Чон-Арык, кожобергенова, 67",265000,22996700
5,150.0,"Бишкек, Кок-Жар ж/м, кулмурзаева, 73",185000,16054300
3,80.0,"Бишкек, Кожзавод",72000,6248160
7,363.0,с. Беш-Кунгей,220000,19091600
2,70.0,с. Заречное,122000,10587160
5,132.0,"Бишкек, Старый толчок, витебская",98000,8504440
7,280.0,"Бишкек, с. Селекционное, Селекционная",96000,8330880
7,365.0,с. Беш-Кунгей,570000,49464600
7,219.0,"Бишкек, Восточный автовокзал, по улице Осмонкула, пересекает улица Куренкеева",400000,34712000
7,167.0,"Бишкек, с. Новопавловка",150000,13017000
7,300.0,"Бишкек, Арча-Бешик ж/м, Жазыйра",380000,32976400
5,90.0,"Бишкек, Калыс-Ордо ж/м, 107, 54",83000,7202740
6,120.0,"Бишкек, Махатма Ганди - БЧК, Учкурганская",170000,14752600
5,50.0,"Бишкек, Чуй - Алматинка, 23",500000,43390000
7,88.0,"Бишкек, с. Маевка, ул. 8 марта 11, 11",72000,6248160
5,130.0,"с. Ак-Джол, 1",195000,16922100
7,251.0,"Бишкек, Азия Молл, 7-ая линия",570000,49464600
6,135.0,"Бишкек, Гагарина, Драгобыческий 19 а, 19",200000,17356000
7,230.0,"Бишкек, Арча-Бешик ж/м",262000,22736360
3,70.0,"Бишкек, Ак-Ордо 3 ж/м",55000,4772900
7,250.0,"с. Новопокровка, Пушкина, 52",330000,28637400
7,320.0,"Бишкек, с. Верхний Орок, Верхний-орок, Раманкула, 32",148000,12843440
6,100.0,"Бишкек, БГУ",300000,26034000
6,180.0,"Бишкек, Дордой 2 ж/м, 3 улица, 27",87000,7549860
3,50.0,"Бишкек, Рабочий Городок",170000,14752600
7,130.0,"с. Новопокровка, 314",180000,15620400
7,450.0,"Бишкек, Арча-Бешик ж/м, Баба ата, 73",375000,32542500
7,420.0,"Бишкек, Ак-Ордо ж/м, Айкол, 255",210000,18223800
3,65.0,"Бишкек, Махатма Ганди - БЧК, Прежевальского",130000,11281400
3,63.0,"Бишкек, Пишпек ж/м, Гагарина, 225",125000,10847500
6,232.0,с. Байтик,170000,14752600
7,180.0,"Бишкек, Азия Молл, 7 линия, 7",264000,22909920
7,107.0,с. Гроздь,86425,7500000
3,67.0,"с. Гроздь, ул Мелиораторов, 10",51855,4500000
6,116.0,"Бишкек, Кок-Жар ж/м",188000,16314640
7,230.0,"Бишкек, Арча-Бешик ж/м, Алты Тутун",280000,24298400
7,145.0,"Бишкек, Кок-Жар ж/м, конорчок",180000,15620400
7,155.0,"Бишкек, Политех",280000,24298400
5,100.0,"Бишкек, с. Аламудун, Иваницына, 15",85000,7376300
7,160.0,с. Романовка,96000,8330880
3,45.0,"Бишкек, Ак-Орго ж/м, Лущихина",76500,6638670
6,210.0,с. Байтик,193000,16748540
7,250.0,"Бишкек, Ак-Орго ж/м",169000,14665820
7,604.0,"Бишкек, с. Кок-Джар",650000,56407000
6,71.0,"Бишкек, Мурас-Ордо ж/м",45000,3905100
6,100.0,"Бишкек, с. Достук",56000,4859680
6,145.0,"Бишкек, ж/м Ала-Арча 2",240000,20827200
6,150.0,"Бишкек, с. Кок-Джар",187000,16227860
6,110.0,"Бишкек, с. Кок-Джар, Конур осмон, 5",275000,23864500
